App starts at Sun Jun 10 16:12:47 2018

Tracking start as 42440 ms
time(ms),x,y,z
159256,-0.102,-0.022,1.231
159291,-0.106,-0.026,1.237
159328,-0.094,-0.025,1.245
159356,-0.093,-0.021,1.249
159390,-0.102,-0.03,1.246
159425,-0.103,-0.011,1.257
159460,-0.111,-0.03,1.249
159494,-0.11,-0.02,1.274
159530,-0.128,-0.022,1.26
159559,-0.154,-0.036,1.26
159589,-0.139,-0.04,1.283
159624,-0.138,-0.032,1.26
159659,-0.151,-0.031,1.284
159698,-0.157,-0.043,1.283
159727,-0.148,-0.041,1.272
159756,-0.149,-0.04,1.278
159789,-0.151,-0.038,1.275
159824,-0.154,-0.037,1.279
159862,-0.156,-0.045,1.275
159896,-0.159,-0.039,1.277
159928,-0.155,-0.042,1.278
159959,-0.158,-0.042,1.275
159986,-0.164,-0.038,1.273
160027,-0.156,-0.041,1.274
160060,-0.152,-0.041,1.268
160093,-0.154,-0.036,1.276
160127,-0.162,-0.046,1.277
160155,-0.162,-0.047,1.27
160193,-0.149,-0.043,1.274
160222,-0.158,-0.044,1.27
160259,-0.167,-0.044,1.278
160292,-0.158,-0.041,1.284
160323,-0.164,-0.044,1.275
160354,-0.155,-0.054,1.284
160388,-0.16,-0.058,1.275
160425,-0.165,-0.038,1.279
160459,-0.174,-0.041,1.284
160493,-0.177,-0.05,1.287
160521,-0.171,-0.035,1.278
160555,-0.174,-0.041,1.275
160588,-0.173,-0.046,1.281
160624,-0.168,-0.044,1.275
160657,-0.165,-0.044,1.28
160692,-0.167,-0.046,1.283
160723,-0.166,-0.039,1.279
160757,-0.168,-0.047,1.283
160789,-0.174,-0.046,1.282
160821,-0.17,-0.041,1.28
160860,-0.17,-0.045,1.282
160893,-0.176,-0.042,1.284
160922,-0.177,-0.049,1.282
160954,-0.163,-0.032,1.285
160986,-0.166,-0.049,1.28
161023,-0.166,-0.043,1.28
161062,-0.136,-0.058,1.322
161091,-0.163,-0.029,1.28
161120,-0.167,-0.043,1.284
161157,-0.164,-0.038,1.284
161186,-0.165,-0.029,1.279
161225,-0.17,-0.019,1.28
161253,-0.171,-0.028,1.274
161292,-0.169,-0.025,1.276
161320,-0.159,-0.032,1.277
161352,-0.156,-0.023,1.283
161389,-0.167,-0.023,1.276
161419,-0.168,-0.018,1.278
161457,-0.164,-0.016,1.267
161493,-0.166,-0.018,1.277
161520,-0.161,-0.005,1.274
161552,-0.157,-0.01,1.274
161586,-0.159,0.001,1.264
161622,-0.152,-0.004,1.277
161655,-0.157,-0.01,1.274
161692,-0.154,0,1.269
161723,-0.153,0.003,1.269
161752,-0.142,-0.004,1.27
161789,-0.153,-0.005,1.274
161822,-0.154,-0.006,1.261
161860,-0.159,-0.006,1.271
161893,-0.152,0.006,1.272
161923,-0.156,-0.011,1.265
161951,-0.157,-0.012,1.269
161986,-0.159,-0.024,1.273
162024,-0.156,-0.013,1.266
162056,-0.156,-0.009,1.266
162090,-0.159,-0.023,1.266
162122,-0.158,-0.015,1.267
162153,-0.154,-0.007,1.274
162188,-0.152,-0.016,1.272
162253,-0.152,-0.016,1.266
162285,-0.158,-0.018,1.269
162318,-0.151,-0.012,1.271
162354,-0.152,-0.013,1.268
162385,-0.154,-0.023,1.274
162425,-0.155,-0.018,1.271
162458,-0.158,-0.015,1.269
162487,-0.156,-0.006,1.262
162523,-0.152,-0.016,1.27
162552,-0.16,-0.016,1.272
162586,-0.156,-0.007,1.264
162621,-0.156,-0.016,1.266
162655,-0.154,-0.004,1.272
162690,-0.159,-0.004,1.269
162721,-0.15,-0.014,1.268
162754,-0.16,-0.018,1.261
162789,-0.158,-0.013,1.263
162821,-0.17,-0.014,1.266
162853,-0.166,-0.007,1.26
162889,-0.157,-0.018,1.262
162920,-0.161,-0.004,1.25
162952,-0.163,-0.008,1.262
162990,-0.163,-0.01,1.262
163021,-0.167,-0.01,1.251
163054,-0.158,-0.007,1.253
163090,-0.167,-0.003,1.258
163121,-0.171,-0.001,1.257
163154,-0.164,-0.005,1.258
163188,-0.159,0.003,1.244
163223,-0.16,-0.001,1.252
163256,-0.166,-0.005,1.256
163290,-0.172,-0.003,1.249
163322,-0.17,-0.004,1.254
163350,-0.159,-0.016,1.251
163391,-0.155,-0.008,1.25
163423,-0.154,-0.013,1.252
163456,-0.146,-0.017,1.254
163492,-0.15,-0.013,1.253
163522,-0.162,-0.01,1.251
163553,-0.162,-0.014,1.247
163590,-0.155,-0.014,1.252
163621,-0.151,-0.009,1.249
163656,-0.149,-0.019,1.247
163693,-0.145,-0.024,1.25
163727,-0.157,-0.031,1.243
163758,-0.146,-0.026,1.252
163790,-0.144,-0.024,1.253
163824,-0.15,-0.019,1.251
163857,-0.146,-0.023,1.244
163893,-0.144,-0.019,1.254
163922,-0.145,-0.023,1.245
163955,-0.146,-0.024,1.25
163989,-0.147,-0.024,1.253
164019,-0.15,-0.016,1.249
164056,-0.141,-0.003,1.246
164090,-0.146,-0.012,1.247
164122,-0.141,-0.014,1.256
164158,-0.134,0,1.251
164190,-0.153,-0.019,1.249
164221,-0.15,-0.017,1.246
164256,-0.152,-0.015,1.244
164292,-0.151,-0.014,1.245
164320,-0.15,-0.009,1.242
164358,-0.154,-0.015,1.243
164388,-0.158,-0.005,1.232
164420,-0.153,-0.019,1.243
164458,-0.15,-0.018,1.24
164492,-0.149,-0.018,1.235
164520,-0.154,-0.022,1.247
164553,-0.157,-0.023,1.245
164592,-0.158,-0.024,1.247
164621,-0.16,-0.028,1.247
164659,-0.16,-0.03,1.245
164694,-0.161,-0.025,1.242
164722,-0.157,-0.032,1.242
164758,-0.158,-0.019,1.239
164787,-0.155,-0.026,1.238
164823,-0.156,-0.026,1.245
164857,-0.161,-0.022,1.244
164894,-0.161,-0.026,1.246
164925,-0.156,-0.025,1.239
164957,-0.153,-0.014,1.243
164988,-0.155,-0.023,1.242
165020,-0.15,-0.023,1.248
165060,-0.154,-0.031,1.249
165092,-0.168,-0.015,1.247
165120,-0.176,-0.015,1.251
165154,-0.169,-0.018,1.254
165189,-0.16,-0.024,1.263
165230,-0.163,-0.019,1.26
165259,-0.158,-0.015,1.259
165294,-0.163,-0.036,1.272
165328,-0.169,-0.03,1.264
165357,-0.163,-0.039,1.264
165390,-0.16,-0.037,1.272
165424,-0.17,-0.035,1.271
165457,-0.19,-0.053,1.28
165492,-0.174,-0.052,1.26
165525,-0.161,-0.05,1.272
165559,-0.167,-0.05,1.271
165590,-0.157,-0.047,1.271
165626,-0.163,-0.059,1.278
165659,-0.163,-0.06,1.276
165699,-0.165,-0.058,1.276
165729,-0.161,-0.06,1.274
165757,-0.164,-0.06,1.273
165788,-0.167,-0.056,1.278
165825,-0.163,-0.056,1.274
165863,-0.16,-0.065,1.292
165928,-0.165,-0.056,1.273
165953,-0.164,-0.066,1.277
165987,-0.167,-0.059,1.276
166024,-0.158,-0.058,1.278
166059,-0.165,-0.063,1.272
166094,-0.167,-0.061,1.28
166130,-0.165,-0.057,1.276
166157,-0.168,-0.064,1.281
166189,-0.167,-0.063,1.265
166225,-0.167,-0.058,1.273
166263,-0.157,-0.064,1.267
166326,-0.169,-0.059,1.271
166351,-0.182,-0.063,1.289
166388,-0.174,-0.056,1.292
166424,-0.174,-0.066,1.28
166458,-0.164,-0.05,1.276
166494,-0.17,-0.06,1.283
166530,-0.167,-0.067,1.289
166554,-0.164,-0.057,1.289
166593,-0.167,-0.062,1.291
166627,-0.166,-0.059,1.29
166659,-0.166,-0.058,1.289
166695,-0.169,-0.064,1.295
166728,-0.162,-0.068,1.293
166759,-0.161,-0.067,1.293
166791,-0.166,-0.069,1.297
166823,-0.164,-0.068,1.299
166858,-0.174,-0.059,1.31
166899,-0.161,-0.063,1.299
166927,-0.149,-0.068,1.297
166955,-0.163,-0.065,1.303
166990,-0.167,-0.064,1.298
167026,-0.164,-0.064,1.289
167064,-0.156,-0.064,1.304
167096,-0.158,-0.052,1.303
167127,-0.171,-0.07,1.307
167155,-0.16,-0.059,1.306
167192,-0.161,-0.058,1.304
167227,-0.169,-0.063,1.317
167259,-0.159,-0.067,1.312
167295,-0.17,-0.067,1.307
167329,-0.161,-0.069,1.313
167357,-0.168,-0.061,1.316
167395,-0.17,-0.064,1.306
167426,-0.165,-0.069,1.315
167459,-0.157,-0.056,1.311
167494,-0.162,-0.055,1.312
167530,-0.154,-0.053,1.31
167560,-0.155,-0.06,1.315
167594,-0.156,-0.049,1.309
167625,-0.162,-0.045,1.312
167658,-0.16,-0.041,1.309
167700,-0.163,-0.044,1.31
167760,-0.159,-0.049,1.297
167782,-0.158,-0.039,1.3
167823,-0.166,-0.038,1.303
167864,-0.163,-0.043,1.301
167894,-0.165,-0.051,1.3
167929,-0.164,-0.045,1.307
167960,-0.169,-0.034,1.298
167994,-0.163,-0.036,1.298
168027,-0.167,-0.04,1.283
168060,-0.169,-0.04,1.293
168095,-0.158,-0.04,1.296
168127,-0.162,-0.044,1.304
168160,-0.16,-0.052,1.304
168194,-0.168,-0.043,1.291
168225,-0.156,-0.047,1.291
168262,-0.159,-0.042,1.294
168294,-0.166,-0.048,1.288
168328,-0.165,-0.049,1.292
168362,-0.167,-0.045,1.291
168393,-0.155,-0.041,1.292
168425,-0.166,-0.049,1.288
168460,-0.164,-0.047,1.292
168502,-0.163,-0.053,1.29
168557,-0.155,-0.042,1.299
168581,-0.166,-0.032,1.286
168624,-0.161,-0.037,1.292
168663,-0.165,-0.045,1.29
168693,-0.166,-0.045,1.292
168727,-0.165,-0.043,1.281
168759,-0.167,-0.05,1.285
168790,-0.158,-0.053,1.292
168827,-0.149,-0.041,1.286
168866,-0.165,-0.047,1.282
168899,-0.156,-0.027,1.285
168959,-0.157,-0.037,1.283
168989,-0.164,-0.039,1.293
169028,-0.156,-0.038,1.278
169061,-0.157,-0.038,1.283
169096,-0.153,-0.032,1.28
169134,-0.16,-0.033,1.274
169163,-0.159,-0.04,1.288
169194,-0.148,-0.034,1.28
169229,-0.144,-0.042,1.283
169259,-0.145,-0.028,1.287
169296,-0.148,-0.035,1.281
169332,-0.145,-0.031,1.277
169362,-0.147,-0.027,1.278
169394,-0.147,-0.032,1.284
169428,-0.146,-0.03,1.279
169464,-0.147,-0.032,1.276
169494,-0.148,-0.034,1.277
169546,-0.149,-0.03,1.277
169575,-0.152,-0.026,1.274
169646,-0.159,-0.031,1.263
169679,-0.164,-0.021,1.268
169715,-0.147,-0.027,1.245
169746,-0.176,-0.005,1.266
169780,-0.169,-0.014,1.269
169817,-0.164,-0.016,1.26
169848,-0.159,-0.021,1.262
169877,-0.144,-0.015,1.256
169912,-0.176,-0.011,1.252
169947,-0.169,-0.02,1.257
169981,-0.169,-0.02,1.248
170017,-0.175,-0.016,1.253
170051,-0.172,-0.017,1.257
170083,-0.185,-0.021,1.253
170108,-0.185,-0.016,1.252
170145,-0.189,-0.017,1.247
170185,-0.196,-0.013,1.25
170216,-0.184,-0.013,1.243
170249,-0.184,-0.008,1.247
170278,-0.189,0,1.248
170308,-0.186,0.005,1.252
170345,-0.185,0.002,1.251
170384,-0.177,-0.001,1.248
170414,-0.182,-0.008,1.242
170450,-0.179,-0.002,1.242
170478,-0.177,0.003,1.25
170510,-0.178,-0.005,1.244
170549,-0.183,-0.007,1.244
170581,-0.185,-0.031,1.247
170611,-0.196,0.007,1.244
170648,-0.193,0.004,1.243
170677,-0.185,-0.024,1.233
170709,-0.2,-0.005,1.246
170747,-0.185,-0.001,1.241
170779,-0.177,-0.004,1.241
170812,-0.184,-0.006,1.237
170844,-0.174,-0.001,1.237
170878,-0.186,-0.007,1.24
170911,-0.185,-0.009,1.242
170945,-0.187,-0.005,1.245
170981,-0.186,-0.005,1.242
171016,-0.179,-0.007,1.243
171042,-0.181,-0.006,1.243
171076,-0.181,0.004,1.232
171109,-0.182,0.004,1.239
171144,-0.192,-0.005,1.235
171179,-0.183,-0.008,1.237
171213,-0.176,-0.003,1.244
171242,-0.176,-0.007,1.239
171279,-0.179,-0.001,1.245
171312,-0.177,0,1.245
171343,-0.196,0,1.236
171379,-0.182,-0.002,1.238
171416,-0.172,-0.005,1.235
171446,-0.177,-0.004,1.238
171477,-0.186,-0.002,1.242
171511,-0.191,0.005,1.233
171540,-0.182,0.001,1.24
171577,-0.189,-0.002,1.229
171613,-0.175,0.002,1.235
171641,-0.182,0.012,1.232
171679,-0.173,0.002,1.232
171712,-0.188,0.007,1.238
171740,-0.195,0.011,1.227
171779,-0.18,0.001,1.232
171814,-0.18,0,1.232
171841,-0.185,0.014,1.23
171878,-0.174,0.014,1.223
171911,-0.168,0.01,1.225
171941,-0.153,-0.001,1.229
171974,-0.14,0.007,1.224
172013,-0.137,0.012,1.215
172045,-0.135,0.008,1.217
172076,-0.13,0.011,1.217
172110,-0.116,0.008,1.225
172141,-0.107,0.001,1.225
172175,-0.108,0.006,1.228
172218,-0.093,0,1.233
172271,-0.082,0.002,1.229
172301,-0.083,0,1.225
172344,-0.072,-0.006,1.225
172379,-0.061,-0.005,1.223
172415,-0.062,0.004,1.216
172443,-0.059,0,1.222
172472,-0.055,0,1.23
172508,-0.052,0.002,1.224
172544,-0.048,0,1.22
172588,-0.056,0.003,1.231
172619,-0.044,0.005,1.233
172648,-0.05,-0.003,1.232
172675,-0.034,-0.003,1.232
172711,-0.038,-0.014,1.232
172746,-0.048,0,1.237
172777,-0.044,-0.015,1.234
172813,-0.033,-0.014,1.232
172843,-0.043,-0.006,1.23
172873,-0.05,0,1.237
172909,-0.046,-0.008,1.22
172942,-0.029,-0.002,1.221
172977,-0.022,-0.033,1.217
173010,-0.035,-0.011,1.228
173044,-0.026,-0.011,1.243
173075,-0.025,-0.012,1.239
173109,-0.02,-0.013,1.236
173142,-0.03,-0.002,1.237
173178,-0.04,0,1.237
173210,-0.046,-0.008,1.232
173243,-0.026,-0.003,1.244
173276,-0.035,-0.006,1.229
173308,-0.036,-0.006,1.233
173344,-0.042,-0.002,1.23
173378,-0.047,-0.001,1.237
173409,-0.044,-0.005,1.231
173444,-0.043,-0.007,1.233
173473,-0.044,-0.008,1.236
173507,-0.049,-0.003,1.234
173542,-0.055,0.004,1.231
173576,-0.057,-0.001,1.237
173609,-0.044,-0.004,1.238
173642,-0.042,0.001,1.239
173673,-0.048,0.009,1.234
173705,-0.042,-0.01,1.227
173740,-0.048,-0.011,1.237
173780,-0.041,-0.014,1.237
173813,-0.056,0,1.229
173843,-0.051,-0.009,1.236
173873,-0.058,-0.011,1.227
173908,-0.048,-0.008,1.231
173943,-0.052,-0.005,1.232
173980,-0.061,-0.004,1.233
174010,-0.052,-0.005,1.24
174036,-0.049,-0.003,1.256
174072,-0.049,0,1.239
174106,-0.052,-0.001,1.246
174143,-0.063,-0.004,1.251
174176,-0.065,-0.005,1.25
174209,-0.055,-0.006,1.253
174236,-0.056,0,1.25
174274,-0.051,0,1.255
174307,-0.05,-0.007,1.253
174341,-0.051,-0.011,1.256
174374,-0.055,-0.003,1.259
174411,-0.062,-0.01,1.262
174438,-0.05,-0.018,1.263
174474,-0.056,-0.012,1.256
174506,-0.059,-0.002,1.259
174537,-0.047,-0.011,1.258
174580,-0.049,-0.015,1.263
174616,-0.055,-0.008,1.261
174671,-0.065,-0.008,1.253
174701,-0.054,-0.009,1.255
174742,-0.043,0.005,1.266
174782,-0.056,-0.008,1.256
174811,-0.049,-0.008,1.278
174839,-0.062,0.01,1.274
174874,-0.055,-0.012,1.273
174905,-0.063,-0.008,1.266
174946,-0.057,-0.012,1.267
174979,-0.054,-0.011,1.258
175011,-0.056,-0.002,1.265
175036,-0.072,-0.008,1.269
175075,-0.065,-0.012,1.264
175109,-0.059,-0.005,1.261
175140,-0.048,0,1.268
175175,-0.051,-0.008,1.271
175208,-0.038,-0.007,1.263
175238,-0.044,-0.002,1.271
175278,-0.053,-0.01,1.267
175307,-0.045,-0.01,1.267
175341,-0.055,-0.001,1.266
175373,-0.055,-0.001,1.263
175409,-0.055,-0.003,1.262
175437,-0.053,0.006,1.263
175469,-0.058,-0.007,1.257
175503,-0.049,-0.003,1.259
175541,-0.06,-0.005,1.27
175580,-0.053,0,1.26
175609,-0.056,-0.006,1.255
175637,-0.054,0.002,1.253
175668,-0.049,-0.002,1.257
175709,-0.049,0.011,1.249
175743,-0.044,-0.005,1.246
175775,-0.049,-0.007,1.235
175808,-0.043,0.004,1.249
175838,-0.054,0.003,1.247
175868,-0.042,0,1.239
175907,-0.041,-0.004,1.238
175940,-0.048,-0.01,1.248
175972,-0.048,-0.002,1.247
176011,-0.04,0.003,1.25
176036,-0.052,-0.001,1.246
176072,-0.042,-0.002,1.238
176106,-0.049,-0.006,1.237
176141,-0.045,-0.006,1.244
176173,-0.053,0,1.243
176205,-0.054,-0.01,1.248
176237,-0.048,-0.007,1.253
176268,-0.049,0.009,1.255
176304,-0.046,-0.002,1.241
176340,-0.048,-0.002,1.241
176370,-0.037,0.001,1.242
176401,-0.047,0.001,1.243
176437,-0.035,-0.003,1.243
176469,-0.043,0.001,1.242
176501,-0.043,0.004,1.24
176540,-0.039,0.003,1.229
176574,-0.03,0.002,1.238
176608,-0.031,0.007,1.236
176636,-0.037,0.008,1.242
176669,-0.034,0.006,1.243
176701,-0.034,0,1.231
176738,-0.031,0.009,1.245
176775,-0.034,-0.001,1.232
176836,-0.025,-0.004,1.236
176869,-0.044,0.004,1.225
176901,-0.031,0.004,1.23
176937,-0.025,0.005,1.23
176975,-0.031,0.001,1.237
177003,-0.025,0.002,1.231
177037,-0.022,0.008,1.233
177068,-0.042,0.013,1.237
177101,-0.04,0.011,1.228
177145,-0.039,0.009,1.229
177202,-0.033,0.004,1.23
177269,-0.032,0,1.231
177304,-0.018,-0.002,1.232
177342,-0.023,-0.003,1.227
177373,-0.011,0.007,1.233
177407,-0.022,0.007,1.236
177437,-0.018,0.004,1.229
177475,-0.016,0.01,1.231
177503,-0.021,0.007,1.238
177540,-0.034,-0.004,1.23
177575,-0.044,0.006,1.237
177637,-0.046,0.005,1.238
177669,-0.041,0.003,1.232
177701,-0.035,0.002,1.231
177737,-0.04,0.006,1.234
177774,-0.052,-0.001,1.221
177804,-0.029,0.008,1.23
177836,-0.055,0.008,1.235
177872,-0.045,0.002,1.218
177901,-0.059,0.008,1.227
177943,-0.065,0.009,1.22
178006,-0.071,0.011,1.223
178030,-0.077,0.004,1.222
178108,-0.103,0.01,1.221
178144,-0.1,0.022,1.216
178177,-0.095,0.021,1.213
178208,-0.097,0.029,1.223
178240,-0.096,0.025,1.223
178272,-0.103,0.016,1.221
178305,-0.103,0.027,1.221
178338,-0.094,0.032,1.217
178372,-0.096,0.036,1.215
178409,-0.108,0.038,1.216
178439,-0.104,0.041,1.221
178472,-0.106,0.035,1.215
178506,-0.107,0.035,1.213
178537,-0.106,0.041,1.215
178572,-0.105,0.041,1.212
178608,-0.105,0.037,1.214
178637,-0.102,0.037,1.207
178670,-0.093,0.04,1.215
178708,-0.106,0.036,1.218
178741,-0.105,0.033,1.218
178772,-0.107,0.032,1.212
178807,-0.106,0.04,1.222
178836,-0.104,0.043,1.215
178869,-0.109,0.048,1.217
178906,-0.104,0.035,1.216
178940,-0.11,0.037,1.213
178972,-0.112,0.043,1.216
179006,-0.12,0.046,1.221
179038,-0.116,0.036,1.21
179071,-0.11,0.036,1.216
179110,-0.099,0.033,1.222
179145,-0.105,0.048,1.222
179173,-0.105,0.044,1.227
179206,-0.105,0.049,1.23
179237,-0.109,0.042,1.229
179272,-0.112,0.045,1.229
179306,-0.109,0.05,1.23
179337,-0.11,0.052,1.233
179374,-0.109,0.05,1.229
179409,-0.119,0.055,1.233
179437,-0.124,0.062,1.234
179472,-0.125,0.062,1.218
179506,-0.126,0.055,1.22
179540,-0.118,0.053,1.22
179575,-0.109,0.052,1.236
179605,-0.115,0.045,1.236
179637,-0.15,0.054,1.227
179674,-0.166,0.053,1.213
179707,-0.187,0.061,1.207
179742,-0.202,0.036,1.201
179776,-0.237,0.032,1.172
179807,-0.25,0.017,1.162
179834,-0.283,0.004,1.17
179866,-0.32,-0.03,1.129
179943,-0.296,-0.017,1.142
179975,-0.323,-0.105,1.155
180037,-0.327,-0.115,1.155
180073,-0.336,-0.129,1.164
180107,-0.351,-0.159,1.171
180135,-0.367,-0.169,1.161
180172,-0.361,-0.192,1.179
180203,-0.373,-0.185,1.158
180237,-0.363,-0.2,1.164
180270,-0.346,-0.22,1.151
180303,-0.361,-0.211,1.154
180334,-0.36,-0.233,1.118
180375,-0.392,-0.225,1.145
180404,-0.481,-0.227,1.143
180435,-0.526,-0.172,1.144
180469,-0.524,-0.168,1.131
180502,-0.519,-0.128,1.125
180542,-0.554,-0.131,1.071
180579,-0.552,-0.133,1.088
180640,-0.551,-0.134,1.066
180665,-0.559,-0.144,1.029
180703,-0.551,-0.161,1.03
180741,-0.543,-0.157,1.047
180775,-0.553,-0.159,1.044
180804,-0.552,-0.157,1.037
180837,-0.559,-0.159,1.05
180869,-0.556,-0.153,1.044
180908,-0.557,-0.15,1.052
180940,-0.554,-0.156,1.059
180975,-0.556,-0.15,1.05
181005,-0.557,-0.156,1.051
181037,-0.557,-0.157,1.048
181073,-0.556,-0.159,1.053
181105,-0.558,-0.156,1.051
181141,-0.557,-0.155,1.054
181173,-0.556,-0.156,1.055
181206,-0.552,-0.156,1.054
181240,-0.554,-0.167,1.055
181271,-0.559,-0.159,1.057
181307,-0.56,-0.15,1.062
181337,-0.554,-0.148,1.066
181352,-0.294,-0.013,1.136
